Time;Zone;Hen;PackID
2020-02-15T10:31:00Z;Tier_4;Hen_47;11_wb
2020-02-15T10:31:00Z;Litter;Hen_68;11_sp
2020-02-15T10:31:00Z;Tier_2;Hen_75;12_bb
2020-02-15T10:31:30Z;Tier_4;Hen_106;12_wb
2020-02-15T10:31:30Z;Ramp_Nestbox;Hen_39;12_pp
2020-02-15T10:31:30Z;Litter;Hen_46;10_wp
2020-02-15T10:32:00Z;Tier_2;Hen_39;12_pp
2020-02-15T10:32:00Z;Litter;Hen_61;12_sp
2020-02-15T10:32:00Z;Tier_2;Hen_82;11_ps
2020-02-15T10:32:30Z;Tier_2;Hen_24;12_gb
2020-02-15T10:32:30Z;Ramp_Nestbox;Hen_47;11_wb
2020-02-15T10:33:00Z;Litter;Hen_3;10_wg
2020-02-15T10:33:00Z;Litter;Hen_95;12_sb
2020-02-15T10:33:00Z;Litter;Hen_96;12_wg
2020-02-15T10:33:30Z;Tier_2;Hen_3;10_wg
2020-02-15T10:33:30Z;Litter;Hen_71;10_gg
2020-02-15T10:33:30Z;Litter;Hen_98;11_sg
2020-02-15T10:34:00Z;Litter;Hen_36;11_sb
2020-02-15T10:34:00Z;Ramp_Nestbox;Hen_39;12_pp
2020-02-15T10:34:00Z;Litter;Hen_44;11_sws
2020-02-15T10:34:00Z;Tier_2;Hen_52;11_bb
2020-02-15T10:34:00Z;Litter;Hen_75;12_bb
2020-02-15T10:34:00Z;Wintergarten;Hen_96;12_wg
2020-02-15T10:34:30Z;Litter;Hen_24;12_gb
2020-02-15T10:34:30Z;Tier_4;Hen_34;12_gg
2020-02-15T10:34:30Z;Tier_2;Hen_47;11_wb
2020-02-15T10:34:30Z;Litter;Hen_57;12_wp
2020-02-15T10:34:30Z;Litter;Hen_8;12_ss
2020-02-15T10:34:30Z;Litter;Hen_96;12_wg
2020-02-15T10:35:00Z;Ramp_Nestbox;Hen_47;11_wb
2020-02-15T10:35:30Z;Litter;Hen_14;11_pp
2020-02-15T10:35:30Z;Tier_2;Hen_18;11_bs
2020-02-15T10:35:30Z;Tier_2;Hen_47;11_wb
2020-02-15T10:36:00Z;Litter;Hen_34;12_gg
2020-02-15T10:36:00Z;Tier_4;Hen_39;12_pp
2020-02-15T10:36:00Z;Litter;Hen_47;11_wb
2020-02-15T10:37:00Z;Tier_4;Hen_32;12_sws
2020-02-15T10:37:00Z;Litter;Hen_33;12_ws
2020-02-15T10:37:00Z;Tier_4;Hen_34;12_gg
2020-02-15T10:37:00Z;Tier_4;Hen_65;12_sg
2020-02-15T10:37:30Z;Litter;Hen_34;12_gg
2020-02-15T10:37:30Z;Litter;Hen_65;12_sg
2020-02-15T10:38:00Z;Tier_4;Hen_34;12_gg
2020-02-15T10:38:00Z;Tier_2;Hen_75;12_bb
2020-02-15T10:38:30Z;Tier_4;Hen_61;12_sp
2020-02-15T10:38:30Z;Litter;Hen_84;10_ps
2020-02-15T10:39:00Z;Litter;Hen_34;12_gg
2020-02-15T10:39:00Z;Litter;Hen_61;12_sp
2020-02-15T10:39:00Z;Tier_4;Hen_96;12_wg
2020-02-15T10:39:30Z;Tier_4;Hen_65;12_sg
2020-02-15T10:39:30Z;Ramp_Nestbox;Hen_66;12_pb
2020-02-15T10:39:30Z;Tier_2;Hen_84;10_ps
2020-02-15T10:40:00Z;Tier_2;Hen_10;12_ps
2020-02-15T10:40:00Z;Litter;Hen_65;12_sg
2020-02-15T10:40:00Z;Tier_2;Hen_8;12_ss
2020-02-15T10:40:00Z;Litter;Hen_96;12_wg
2020-02-15T10:40:30Z;Tier_2;Hen_66;12_pb
2020-02-15T10:41:00Z;Litter;Hen_52;11_bb
2020-02-15T10:41:00Z;Tier_4;Hen_61;12_sp
2020-02-15T10:41:00Z;Litter;Hen_66;12_pb
2020-02-15T10:41:30Z;Tier_2;Hen_14;11_pp
2020-02-15T10:41:30Z;Tier_2;Hen_46;10_wp
2020-02-15T10:41:30Z;Tier_2;Hen_57;12_wp
2020-02-15T10:41:30Z;Litter;Hen_82;11_ps
2020-02-15T10:42:00Z;Tier_4;Hen_102;12_bs
2020-02-15T10:42:00Z;Tier_2;Hen_103;11_wp
2020-02-15T10:42:00Z;Tier_4;Hen_34;12_gg
2020-02-15T10:42:00Z;Litter;Hen_61;12_sp
